composition,n_entries
Li5FeOF5,1
Ti3NiSn2(PO4)6,1
Ba6YCl15,1
Na6Sn2O7,1
PH18C6N3O,1
Li3Nb3P8O29,1
Li2Fe2OF6,1
NaLi2V3O9,1
Na7NbO6,1
Na5Bi2P(CO4)4,1
Li2AlCr2SbO8,1
CrSb(PO4)2,1
LiTiFeO4,1
NaAlO2,1
KRe4O8F13,1
Li5GaO4,1
RbNa3Li12Ti4O16,1
Li3Sc2(PO4)3,1
ZnH12C3S4(N3O2)2,1
LiZnAsH2O5,1
H5C3N5O,1
Nb3Sb(PO4)6,1
Ba3SiO5,1
Li3La5Ti6Nb2O26,1
K2Li3NiO4,1
Nb3Cr(PO4)6,1
V3Cu(PO4)6,1
LiSO3F,1
Li2Cr3P4(HO4)4,1
Re2H6PbC(NO5)2,1
K3CrPCO7,1
Nb9VO25,1
W(BrO)2,1
TiNi(PO4)2,1
LiVSiO5,1
Ba4Ti11O26,1
SmTmO3,1
Na2LiCuP2O7,1
Li2SbS2,1
WN2,1
Na3CoO3,1
CdSiO3,1
Li4MnSn(WO6)2,1
NaLiCu(PO3)3,1
LiSbPO5,1
Na3Bi(BO3)2,1
AgAsO3,1
AgPO3,1
Ti3P6WO24,1
Na9Li7V16O48,1
TiMn(PO4)2,1
Li5La3(SbO6)2,1
Na5Li3V8O24,1
SrLiSb,1
Li2Ti3FeO8,1
Li5Ti6FeO16,1
Bi3PO7,1
K2InSi4HO11,1
Li2Cr3SbO8,1
Li3MnP2HO8,1
LiMnVO4,1
Na7Li3V10O30,1
RbB3Te2O9,1
Li2TiSn3(PO4)6,1
BaTa6O16,1
ZnSeO4,1
LiNb(OF)2,1
Ca4Ta2O9,1
SiBi2O5,1
AgH9O5,1
Rb8SnO6,1
Y2Hg2O5,1
Li2TiS2O,1
LiSnAsCO7,1
Ca5Ta4O15,1
TbInO3,1
K5YO4,1
Sr3Ta2O8,1
Dy2Pb2O7,1
Tb2Pb2O7,1
Li2SbSO4F3,1
Y2(SeO4)3,1
Dy2Sb2O7,1
HoSO,1
Li2NbS3,1
Si2Sn2O7,1
Dy2SeO2,1
LiCrB2O5,1
Li2VFeO5,1
TbCrO3,1
La4Ga2O9,1
NbVO5,1
LiVOF3,1
Li2VSn(PO4)2,1
La3Ti3CrO12,1
HoCrO3,1
Rb4FeO4,1
Ca2In2O5,1
Li3CrClO4,1
Li3NbOF6,1
LiVBO4,1
LiFeBO3,1
HfCrO3,1
Mg2CoO4,1
VOF,1
NaFePCO7,1
K2MnPCO7,1
Li2CoGe3O8,1
Sr5Ta4O15,1
LiZnCr3(SO4)6,1
Li6B3SbO9,1
YSeO3,1
Li4NbCr(WO6)2,1
Ho2Ti2O7,1
K3MgPCO7,1
Sr2LaCl7,1
Sr3La2Cl12,1
Na3BiBPO7,1
YAl3O6,1
Na3BSbPO7,1
Lu(PO3)3,1
Sb2(SO4)3,1
Bi2(SO4)3,1
Tm3Sb5O12,1
La(ClO4)3,1
Dy2TeO6,1
La2Al4O9,1
ScInO3,1
Sm(ClO4)3,1
Ba2B2O5,1
SrNb2O4,1
Na4Sn2C4SO16,1
Li3Sn(BO2)5,1
Sm2B4O9,1
Li14Co2S9,1
Ba2La2O5,1
Gd3AsO7,1
Gd2HfO5,1
Tl3AsSe3,1
Ba2Y7Cl25,1
DyGaO3,1
Ho2(SO4)3,1
BaY3Cl11,1
Li5BO4,1
Li10Zn3(GeO4)4,1
Ga10Si2O19,1
Li8B2O7,1
Ce(ClO4)4,1
Na3AuO3,1
Ho2TeO2,1
Sr3TeO6,1
Li2Bi5B3O13,1
Li4B2O5,1
YHoO3,1
CuReO4,1
Li6B4O9,1
Bi6B10O21,1
Na2SnCSO7,1
Li2Bi2B2O7,1
Li2CdGeO4,1
Li3Bi2(BO3)3,1
Ho2TeO6,1
Li2Bi(BO2)5,1
Li7Bi(BO4)2,1
Mg2(TeO3)3,1
Tb2WO6,1
Li3FeBAsO7,1
Sr3GeO5,1
Na3FeBAsO7,1
Lu2(WO4)3,1
Cs4GeO4,1
Li3SiSbCO7,1
Li3Mn(BO2)5,1
LiMnB2O5,1
Na3ZnPCO7,1
Sr3(AsO4)2,1
Cs4SiO4,1
VSO4,1
CsLa3O5,1
K2Ge2O5,1
Ba3Ga4O9,1
Na2CuBSO7,1
Te(WO4)3,1
LiFeB2O5,1
Li2CoBO4,1
GdTa3O9,1
LiVSn3(PO4)6,1
Ba3GeO5,1
Be(CoO2)2,1
Na3CoPCO7,1
Na2Ge2O5,1
Sr3LaCl9,1
LiV(TeO4)3,1
Li4Y3MnO8,1
LiNiSbO4,1
Li3V(TeO3)4,1
Mn3(PO4)2,1
Na2FeBAsO7,1
Li2SbAsCO7,1
Na2FeBPO7,1
TiMn3O8,1
Ta2PbO6,1
Na3CrBPO7,1
Li3MnAsCO7,1
V4SnO12,1
LiTiV3O10,1
Na3VPCO7,1
Na3CrPCO7,1
Na3NiAsCO7,1
LiMnH4(SO5)2,1
Na3FeSiCO7,1
Li2NiCSO7,1
Na3MnAsCO7,1
Li4MnNb2WO12,1
Li2FeAsCO7,1
Te3WO12,1
Na3FeBPO7,1
Rb6Ti2O7,1
LiMnAlO4,1
Ta3InO9,1
Li3Al2VO6,1
TaAsO4,1
LiVSiCO7,1
Li3V(BO2)5,1
Li3V(BO3)2,1
Li2VBO4,1
Na5LiNi2P2(CO7)2,1
La4Zn3O9,1
Li3B2SbO6,1
Li4Co2C4SO16,1
Mn2P2O7,1
Li3Ti(BO3)2,1
Cr2(SO4)3,1
Cs6Ti2O7,1
Li5MnO4,1
Mn2(SO4)3,1
LiAl2FeO6,1
Li3TiCr3O8,1
Na3NiBPO7,1
Li3CrBPO7,1
K3NiPCO7,1
Na2MnBPO7,1
Li3Sn(BO3)2,1
Gd2W2O9,1
Li2CoPO4F,1
LiCr(CO3)2,1
LiB2SbO5,1
Na3CuBSO7,1
Li3V5O14,1
Ho(ClO4)3,1
Gd3TaO7,1
Li2Hf2O5,1
LiVTe2WO12,1
Li3MnAl2O6,1
Li2BSbO4,1
LaBiO4,1
La4FeO8,1
Sr3WO6,1
MnZnO3,1
Na4Cr2C4SO16,1
Li2Mn3O7,1
Li6MnO4,1
Li2AlVO4,1
Na6Mn2B4SO16,1
Mn4P2O9,1
Ta9PO25,1
La4Ti3O12,1
HoLuO3,1
Na3SnAsCO7,1
RbNa2BO3,1
CsNa2BO3,1
LiMgAsO4,1
Na3As,1
Ga2O3,1
BaCuP2O7,1
SeS2(NO)2,1
Na5InO4,1
Ca2ZnN2,1
SrZn2(PO4)2,1
BaLa2PtO5,1
InP2H6NO8,1
K4UO5,1
Tm2S2O,1
Cs2ZrO3,1
KLiSe,1
NaLiTe,1
K4HgP2,1
RbLiS,1
Ba4PtO6,1
HfSnS3,1
Rb2MnTe2,1
K2MnTe2,1
Rb2MnS2,1
RbNaS,1
ZrPdF6,1
CsPrS2,1
KSmTe2,1
PrBN2,1
RbAuS,1
Na6P4W,1
Ho2CF2,1
K2NbCuSe4,1
Na2P2PdO7,1
Ba2GdC2(O2F)3,1
NaSi2N3,1
Rb2HgF4,1
LiSiBO4,1
CsK2PdF5,1
Na5TaO5,1
TlBS2,1
Cs2SiP2,1
K2GeAs2,1
Ca10V6O25,1
K2Zr(BO3)2,1
Cs(SbS2)2,1
BaCdS2,1
GaP,1
Sr4Al6SO12,1
Ca4Al6SO12,1
Ba3NaNbO6,1
CsAsH6(CSe)2,1
CsAgO,1
CaSn2S5,1
CsSi,1
Co2(SnTe)3,1
CrH9(BrN)3,1
LiY(MoO4)2,1
YbMoClO4,1
LuBr3,1
Na2TlSb,1
NaNd(SO4)2,1
ErI3,1
K2MnS2,1
Yb(ErS2)2,1
CsNaSe,1
YbCl2,1
YBr3,1
BaMgTe2O7,1
Na2Hf2O5,1
TiH8(NF3)2,1
KSrCO3F,1
TmI3,1
TmBr3,1
TmCuPbSe3,1
MgH8(ClO6)2,1
KTm2Cu3Se5,1
TlN3,1
ScBO3,1
Na3AsSe3,1
Li5Fe(P2O7)2,1
Mn7F16,1
LiNi2P3O10,1
NaSi2BH2O7,1
Li5Si2BiO8,1
LiCu2F5,1
Li2SnTeO6,1
K4P2PdS8,1
KB6(HO)6,1
CsNa2Be6(BO3)5,1
Ca3Sn2S7,1
LiNd9Mo16O35,1
ReTeSCl4,1
La3ScBeS7,1
La17Al4(Si3N11)3,1
Cs4P2PdSe8,1
H16RhN5(Cl2O)3,1
KSiBiS4,1
NaSc(BH4)4,1
KGeBiS4,1
KSc(BH4)4,1
CuH3NCl,1
Ca7Sn3S13,1
BaDy2PdO5,1
BaNaP,1
RbAuSe,1
Rb3BP2,1
Ba3BPO3,1
CsAuO,1
K2SnSe3,1
K2GeSe3,1
K2PAu,1
Na3AlSe3,1
K2NaGaAs2,1
KLi6TaO6,1
K2NiP2,1
MgTa2O6,1
SrCu(SeO3)2,1
CsSbF6,1
NbInO4,1
K2ZnF4,1
TlGaSe2,1
Ca(ZnP)2,1
Ba(MgSb)2,1
Ca(MgSb)2,1
LiBeAs,1
AgCN,1
Cs3BP2,1
HfS3,1
LiBeP,1
Li2CeP2,1
Ag2GeS3,1
TaAgO3,1
KAuSe,1
Cs2ZrSe3,1
Sr3(AlP2)2,1
CsAsF6,1
RbAsF6,1
GeF4,1
WS2,1
Ba3NaRuO6,1
KDy(CO3)2,1
KGd(CO3)2,1
Yb4As2O,1
CaPS3,1
SrPS3,1
BaBAsO5,1
Sr2Sn,1
Ag8GeS6,1
Nd2Pt2O7,1
Rb2NbAgSe4,1
Cs3Sb,1
B4PbO7,1
SrF2,1
Cs2PtF6,1
Al2Te5,1
RbLiSe,1
KAlAs2O7,1
In2(SO4)3,1
Al6Cd4SO12,1
K3AuO,1
SmCuSeO,1
CdSeO3,1
Ba3Zr2S7,1
CdSe2O5,1
Rb2SnSe3,1
NdZnPO,1
Ba(SbO3)2,1
Sr(SbO3)2,1
CsBeAsO4,1
As2Se3,1
CsDyS2,1
CsTbS2,1
CsGdS2,1
CsNdS2,1
NaTmS2,1
Na8TiAs4,1
NaLi2AsO4,1
RbSe,1
LiAsF6,1
SrAl2P2(O4F)2,1
K2PAuS4,1
Pr2C(NO)2,1
KAg2SbS4,1
Sr(BO2)2,1
TcS2,1
NaYP2O7,1
HfTlCuS3,1
Sr4Al6TeO12,1
GeTe,1
ErF3,1
RbErS2,1
KErTe2,1
Ba2MgSi2O7,1
CdPS3,1
Tb2S3,1
KZrCuSe3,1
KZrCuS3,1
Sr2ZnN2,1
DyCuSeO,1
Ba(AuO2)2,1
Rb3Sb2Au3,1
K3Sb2Au3,1
TlPt2S3,1
CuP2,1
RbTbS2,1
Al2ZnTe4,1
Al2HgS4,1
CdP4,1
Rb2O2,1
MgUO4,1
NaTl3(SO3)2,1
MgIn2O4,1
K2Ni(CN)4,1
Na4WO4,1
Li2MnP3O10,1
LiTePO5,1
NaNiCSO7,1
Ba9La5Cl33,1
TaNbO5,1
Li3CuP2O7,1
Na2SnO2,1
CaMgB6H12O17,1
Ca3WO6,1
Li2MnP2HO8,1
Li14Fe4O13,1
LiMnP3H8O13,1
CaMnAs2(H3O5)2,1
LiMn3P3O11,1
LiMn3P3(HO6)2,1
Ca9La5Br33,1
Ba2GeAs2,1
Tl2SiS3,1
KScO2,1
K2ZnO2,1
Li2ZnGeO4,1
LiNO3,1
HgF2,1
RbTlO2,1
K2Mg(CO3)2,1
LaOF,1
Rb2S,1
AlCuSe2,1
Al2HgTe4,1
Mg2BO3F,1
Cs2O,1
K2PdF6,1
RbGdO2,1
RbSmO2,1
RbLaO2,1
Ba4Li(SbO4)3,1
Ca2CrO8,1
KNbS2,1
NaNbS2,1
MgPdF6,1
BeSiN2,1
LiGaO2,1
MgGeN2,1
Cs2ZnH12(SeO7)2,1
Ho2P4O13,1
Li3Bi3P8O29,1
Na5LaO4,1
ZnTe2O5,1
Ba4Br6O,1
Li3Sb3P8O29,1
Ba4Hf3O10,1
Na4Bi2C4SO16,1
Ba2MgO3,1
Y2ReO5,1
LiMnSiO4,1
MnH8(SO6)2,1
CsClO3,1
B2TeO6,1
Li2CrPHO5,1
Na3Sb5O14,1
Li2MnSiO5,1
Gd2(WO4)3,1
YScS3,1
LiCr(PO3)3,1
Tm3TaO7,1
Li2CuBi(PO4)2,1
BaLi4O3,1
BaNa6O4,1
Li4Fe3OF11,1
Li4FeSb(TeO6)2,1
Li4Mn3O8,1
LiVP4(H2O3)6,1
CrB3(HO3)3,1
Lu4Al2O9,1
NaCu3O2,1
Sc2Ti2O7,1
Sm3Al5O12,1
Li5LaO4,1
Na6Sn2B4SO16,1
Li7CuO4,1
Li9Cr2(H9O7)3,1
Li5FeO4,1
Na2Cr4O13,1
Li8TiMn3(PO4)6,1
Li4MnP6(H4O11)2,1
LiCr2P3O13,1
LiMnP2HO7,1
Li4FeO3F,1
LiMnCSO7,1
La2P4O13,1
LiSmO2,1
SrLiLa3MnO8,1
Li2V2P7HO24,1
LiMnP4(H2O7)2,1
SeBr2,1
AcGaTe2,1
SeI2,1
KNaLaTaO5,1
NbBO4,1
Li6UO6,1
RbAgO,1
Ba(AgS)2,1
Ca4PtO6,1
PdPtF6,1
S(OF)2,1
Mn15NiO32,1
CsRb2PdF5,1
V3(PO4)2,1
Li4Co(OF)2,1
MnV4NiO12,1
Li4Co2OF7,1
BaNd2PdO5,1
Li9Mn7V12O48,1
KNa2LiZr2(Si2O5)6,1
PF5,1
LiMn4(PO4)3,1
Na7Cr2O6,1
HoTa7O19,1
Ca2SiB5H5O14,1
Na6V2C4SO16,1
NaPaO3,1
NaLi2Bi,1
NaGaH8(NF3)2,1
DyB4Mo,1
Mg3TcH7,1
YbO2,1
NaMgSO4F,1
LiAcTe2,1
Yb3N2,1
Nd3SiAgS7,1
HoCl3,1
HoI3,1
BaNa2Mg(PO4)2,1
K2Mn3P4(HO3)4,1
LiNi(PO3)3,1
Li2Ni(PO3)4,1
Li4Ni(PO3)6,1
Li2VF5,1
Li4V2F9,1
Li3Si2BiO7,1
K6Al32O51,1
Li4Nb(P2O7)2,1
Li2Sn(PO3)4,1
NbBiO4,1
SbIrS,1
NdI3,1
BaCaGaF7,1
Na2AgAs,1
RbMgF3,1
CsCdF3,1
Na6ZnS4,1
Tl6TeO6,1
RbTe,1
BaMnS2,1
Lu2Ge2O7,1
Gd2CF2,1
Sr4As2O,1
Sr4P2O,1
NaCrH22N6(Cl2O)2,1
SnF3,1
Ba(CdP)2,1
Sr(ZnP)2,1
Lu2CdS4,1
KPS3,1
K2P3,1
ZnPtF6,1
CaPtF6,1
BaTe3,1
BaZrF6,1
Zn(PO3)2,1
LaBO3,1
BaTiF6,1
H28RuS2(N3O5)2,1
Li3FeO4,1
Li2Mn(Si2O5)2,1
NiH12S2(NO5)2,1
Li4Mn7(PO4)6,1
Li2V3P4(HO4)4,1
Li4CoO3F,1
AgH36S8Br2(N3O4)3,1
B6H10C2SBr,1
NaZn4H18SClO16,1
ZnP2H15C4NO8,1
LiSi6BiO14,1
K2CuP,1
Sr2SmNbO6,1
Fe2Sb(PO4)3,1
SrTiH4(OF3)2,1
InH9(NCl)3,1
SbH4NCl6,1
AgIO3,1
LiCr(Si2O5)2,1
BaP4O11,1
Li4Mn(SiO3)3,1
NaPrO2,1
KF,1
Rb2Li2GeO4,1
CrAgO4,1
ErTlO2,1
Bi2SeO6,1
NaLaO2,1
Tb2Pt2O7,1
CaBe3O4,1
BaSr3I8,1
UCd3O6,1
NClO3,1
Pb(BrO3)2,1
TeO3,1
LuNbO4,1
BaY2F8,1
BaBePO4F,1
HoTlO2,1
LaAgO2,1
BaLaBr5,1
Er2TeO2,1
NaCuO2,1
SbTe2F6,1
BCl(OF2)2,1
Zn(AgO2)2,1
HoBO3,1
Na4MgO3,1
Ba2HfO4,1
Sr3CaI8,1
LiTa2CuO6,1
NdSeO,1
NdAsO4,1
Tb2SeO2,1
DyClO,1
NaLuO2,1
Li5CuSO2,1
Cs2BaO2,1
YbCO3,1
DyTlO2,1
YScO3,1
NdInO3,1
CaAsH5O6,1
Na6MgO4,1
BaYCl5,1
Ti3N2O3,1
Ce3Y4O12,1
KPrPCO7,1
CsInO2,1
Er(BiO2)3,1
Cs3TmO3,1
BaTeO4,1
Y(BO2)3,1
BaTl2O4,1
KHoO2,1
In2Pt2O7,1
Cs3HoO3,1
Tm2SeO2,1
La4Bi2O9,1
YZr5O11,1
Pr3GaO6,1
BSbO3,1
Rb2SnO3,1
Hf2P2O9,1
KTmO2,1
BaSrO2,1
PCl3O,1
Li2CuSbO5,1
Ba4OF6,1
LiCuF4,1
Nb2O3F2,1
Sb3O4F,1
Hg,1
Li6CuF8,1
HoIO,1
Li4CuF7,1
LaBi5O9,1
NaGa5O8,1
Ti8O13,1
Na3BiO4,1
Ca2SiB2O7,1
Li2BiO3,1
NaTmO2,1
NaAgO2,1
TmBiO3,1
SrO,1
Li8TiS6,1
Zn2As2O7,1
K3SnPCO7,1
TiSnO3,1
CaSm2O4,1
SmErO3,1
KGePCO7,1
CsRbO,1
ClOF3,1
CsHoO2,1
LiH2BrO,1
TbLuO3,1
CsDyO2,1
Sr(AsO3)2,1
PrAsO4,1
Gd2CdO4,1
LiHfPCO7,1
Li7BiO6,1
Ho2TiO5,1
Li2TlPCO7,1
GdAsO3,1
Rb3HoO3,1
Rb2H8O5,1
Rb3ErO3,1
KSb5O13,1
Rb3SbO3,1
Li2Cu2Si8O19,1
LiNb(PO3)4,1
KZrPCO7,1
Li3As,1
Li10Cu(SiO5)2,1
Al2(SeO4)3,1
K3CaPCO7,1
BiSbO3,1
TaTlO3,1
Er2B4O9,1
LiZnBO3,1
TlGaO3,1
K3BaPCO7,1
LiBSbO3,1
MgCu2(SiO3)4,1
K3GePCO7,1
Na2TlPCO7,1
TbTmO3,1
CuH4(IO4)2,1
Li3Nb3TeO12,1
LiSbO3,1
K4Sb2O5,1
BeH2SeO4,1
CsCa(NO2)3,1
Li2Nb(PO4)2,1
SmY15O24,1
Ba4In2O7,1
BaZnGeO4,1
LiCuC2O5,1
Os(OF2)2,1
Ba8In8O19,1
Li3Sn2(PO3)7,1
ZrTi2O6,1
SmH2ClO2,1
Sc2Ge2O7,1
Ca3In2O6,1
Sr2Tl2O5,1
Na7Cu7O13,1
LaTa3O9,1
Ca4Bi6O13,1
CeZr6O14,1
ZnP2H14C2(NO)6,1
LiCu(PO3)4,1
Mg17(As3O16)2,1
Th4P6O23,1
MgSO4,1
LaNb3O9,1
Na3AsO4,1
GdTmO3,1
LuBO3,1
AgBrO4,1
NaLiO,1
Ca4I6O,1
CaBiO3,1
SrLa2Cl8,1
Na5GdO4,1
Lu2Sb2O7,1
Lu6TeO12,1
Na2Be2O3,1
HfBiO4,1
SmYO3,1
Lu3TaO7,1
LiCuO,1
Ho2Pt2O7,1
Y2SeO2,1
HoBrO,1
Cs3YO3,1
Sr2Ti6N2O11,1
Dy3TaO7,1
La2Ce2O7,1
Ba3(BO3)2,1
BaNa2O2,1
TbNbO4,1
Gd3InO6,1
Li2NbOF5,1
Li2HfO3,1
Er2Zr2O7,1
LiLaO2,1
Rb3YO3,1
WSCl4,1
DyLuO3,1
ErAlO3,1
SmDyO3,1
Er2TiO5,1
SrLaBr5,1
RbNbO3,1
Li2CuSnO4,1
Lu2TeO6,1
SrSc2O4,1
Li2CuAsO4,1
Al2HgO4,1
ZnIn2O4,1
Li2Ti2O5,1
LaDyO3,1
Lu4(B2O5)3,1
TbGdO3,1
Cu(SbO2)2,1
TbSmO3,1
Sr3Nb4O13,1
CoHRu3(CO)13,1
Na3LiMo2(H6O7)2,1
CoH17C(NO)8,1
H7CSN3O4,1
SrPHO4,1
Ca19(Mg4H27)2,1
Na3YH6(CO4)3,1
MgH12(NO6)2,1
Na2Zn(HO)4,1
BaCaP2(HO4)2,1
InH5(NF)2,1
PH2NF2,1
CaH4Se2O7,1
K2HI2ClO6,1
CdRe2H8C2(N2O5)2,1
RbInPHO5,1
NdAl3(BO3)4,1
CaAl2Si2(H2O5)2,1
CuH6(SeO4)2,1
H7C3N3O5,1
H9PtN2ClO2,1
TlCuHCO4,1
PrH(SeO3)2,1
Na2TiSi4H4O13,1
CaB3H13O12,1
Na2LiP3H8O13,1
SmAlO3,1
Na3SbO4,1
Na2AgSb,1
NaAuF4,1
LiHCO2,1
SiPH18C6INCl,1
H12OsC4N(OF)3,1
ZrH27C8N2Cl5O2,1
H5C2NO3,1
Sn2H10C4N2O9F2,1
K3GdH6(C2O5)3,1
RbNa3Mo2H18O17,1
LiH20C8BrO4,1
NaAgF4,1
InH8C8N4Cl7,1
HgH16C6(N2Cl)2,1
ScH16I3O8,1
Na2Ca29ZrSi16(O7F2)8,1
CaH16C4N8(ClO2)2,1
Rb2FeH2C5(N3O)2,1
SrMoAsH3O8,1
Na2CoH8(CO5)2,1
NiSn2H12(OF)6,1
Ba2Fe3P6HO22,1
HgH3CSO3,1
BaRe2H12C3N6O11,1
H8Se2N2O5,1
H12PtN6(ClO3)2,1
CdH3NO5,1
PH3NF5,1
CaHgH16(BrO2)4,1
MgCdH4(N2O5)2,1
CdH18Se4(N2O7)2,1
ZnH16C6S2(N2Cl)2,1
MgP2H12O11,1
PH11C(NO2)2,1
CdH4S2O5,1
SbHC2NCl11,1
RbP(HO2)2,1
NaCa2B9(H2O5)4,1
Li3La2H6(N3O10)3,1
KPH5C2SN3O4,1
LiCuH4Cl3O2,1
BaSiP4(HO7)2,1
AlP3(HO5)2,1
Na5H7(Se2O9)2,1
Na2GeH16Se3O8,1
ZrH14C2(N4F3)2,1
CaB3H3O7,1
K2H2C2S2N2O,1
H3PbS2N3,1
KBePO4,1
RbBe2BO3F2,1
ZrPbF6,1
UP3H10ClO8,1
CaU2Si2H12O17,1
SmZrF7,1
NaAs3H2O9,1
ZnInH14O7F5,1
Sr20P12Br(O16F)3,1
HgPSe3,1
Nd(PO3)3,1
ZnAs2,1
Na2Ni(H7N3)2,1
K6BiH3(Cl2F)4,1
Sr2Zn(HO)6,1
KAlH6(OF3)2,1
La2SeO2,1
K2P2H2O7,1
BaH6C4O7,1
BeH14(I2O9)2,1
Na5H29(IO12)2,1
H2C2S3N2(OF)6,1
TeP4H26(NO5)4,1
Na2Si(H3O2)6,1
K2B6H5NO2,1
NdBO3,1
NiH44C12(N5O8)2,1
Hg2SeO4,1
H12WN3O3F5,1
CrH6SO7,1
FeP3(HO5)2,1
VH10SO10,1
VH8C2N2O6F,1
MnH(CO)4,1
CoH14N5O9,1
V2P2H6PbO14,1
NiH12(NO6)2,1
Na2TiCr(PO4)3,1
Cs3B6H12Se4Br,1
CoHRu(CO)6,1
NaMn6Al3H42(SO19)2,1
Mn9Al2Si8(HO4)8,1
Rb2Se3,1
KVH4O7,1
Cr2Hg2H2O9,1
V2PH10C2N2O8F,1
ZnCrH15N5Cl4F,1
Mn2PH9(C4O3)3,1
CoPH4ClO3,1
ErCrHO5,1
Mo4H8N2O13,1
Cr3H24C8(NO5)2,1
CeTh2O6,1
Ca2CuB2(HO)12,1
Ba2GeO4,1
K2SnO2,1
CaGd2O4,1
YbB4O7,1
NbNO,1
Dy3Y5O12,1
Sm2TiO5,1
Mg3Te4O11,1
Te(S2O7)2,1
BaLu2O4,1
CoH22C3(N3O4)2,1
IClO,1
La2Se2O,1
Tm2Pb2O7,1
Dy2SiO5,1
Rb2ZrO3,1
Ce2Sm2O7,1
Ba2Na2O3,1
Th2TeN2,1
RbHgF3,1
RbLuO2,1
CsFeH24(SO10)2,1
CoH8(ClO2)2,1
DyTmO3,1
Li2Cr2H4O9,1
FeP3H5NO10,1
KMgIn(MoO4)3,1
K4Na2FeH3F12,1
MoH2Cl2O3,1
ZrCrCu2(PO4)3,1
Mn3H24(O3F2)4,1
H12WN3(OF)3,1
TiMnCr(PO4)3,1
KBaFe2(PO4)3,1
MnH2(SeO4)2,1
MnTlH2OF4,1
FeP2HO7,1
CrH14N4Cl3O,1
NaCuTe,1
NiH12(BrO7)2,1
V2CuH6(NO3)2,1
Sm3ReO8,1
Na4AlP2HO9,1
LaP3(HO)6,1
NaH2BrO5,1
K6Te2P6(H4O11)3,1
Ba3In2(HO)12,1
AlH6N2Cl3,1
LiB5H2O9,1
MnPH5CO4,1
VH8N2O5F,1
SrV2P2(H4O7)2,1
CoP2H17N4O9,1
LiMoH6NO5,1
Mn5P4(HO2)10,1
RbSb,1
Rb2CrH2Cl5O,1
K2Cr2AsHO10,1
NaCa3MgFe(Si2O7)2,1
MnH8(NO5)2,1
KP,1
VH12C2S2(O2F)6,1
K5HfIn(MoO4)6,1
K2MnH8(SO6)2,1
Na3CrH14(C3O8)2,1
MnH16C4N(OF2)2,1
K3VH6C4O13,1
CrSb2H12(C2O)4,1
K3Cu3P2,1
CrP2H13(NO5)2,1
VH5Se2NO7,1
VPH5NO6,1
MgCoH16(ClO2)4,1
Ca8V7ZnBiO28,1
NiH4(IO4)2,1
Na3CrH10C6O17,1
Li4Fe2O5,1
Ba2Sb2O5,1
Y13Ho3O24,1
LiSi2NiO6,1
LiMn5O3F5,1
LiV2F5,1
Li3CrSiO5,1
Li3VOF5,1
MnH8(NF3)2,1
Li13Mn3(SbO8)2,1
Li5VF8,1
Li2Ag3F6,1
KFeO2,1
Mn2F7,1
Ti2Mn(PO4)3,1
Li6V2O5F2,1
Li3VOF6,1
Na5TlO4,1
Cr2H21I7(N2O)3,1
LiMn8F33,1
MnOF,1
Li2CoSi3O8,1
LiMn(CO3)2,1
Li6MnF8,1
SrP2(H2O3)2,1
Zr6Nb2O17,1
RbInBP2HO9,1
Ti4SnO10,1
LiCrO2,1
Li4MnFe3(PO4)4,1
Na2W3O10,1
Li2Cu2Si4O11,1
As2Ru,1
NaPH3C2N3O4,1
Li2CrCoO4,1
Li5FeO3F,1
Ti2CoO5,1
Li6VO5F,1
Ga2CoO4,1
CoRe2(H2O3)4,1
Li6VF8,1
Li2Mn(PO4)2,1
NaVPO5,1
NaV2O5,1
K3SiTe3,1
Sm3Ta17O47,1
Sm11Y5O24,1
Li3V4O11F,1
Na5GaO4,1
TiMn3Te2(PO4)6,1
ZnNi4O5,1
K2AgAs,1
NaMn(PO3)3,1
Na5FeO4,1
NaFeP2O7,1
Li5Ni2(PO4)3,1
NaNi2P3O10,1
Li2TiNiO4,1
Sc2Si2O7,1
V4O7F5,1
Li2Mn3WO8,1
Na2CuP,1
Li2Mn4O5F3,1
Mn3VSb2(PO4)6,1
Li2VFe(P2O7)2,1
RbLiMnP3HO10,1
Na3LiMnBPO7,1
SrLiVPO6,1
NaLiMnPCO7,1
Mn(PO3)3,1
Li6Mn(OF2)2,1
Li2Mn2(CO3)3,1
Li5(CoO3)2,1
V3Zn7H3SO19,1
Li4Mn5O10,1
LiP3(WO6)2,1
Li2Mn2C2O7,1
Na3VO4,1
Na8FeO6,1
MnFe(PO4)2,1
LuAsO4,1
RbCrH4(C2O5)2,1
Li6Mn11(OF12)2,1
Li2Mn4OF8,1
Li2Mn3OF6,1
LiNiF3,1
CrOF,1
Li3MnO2F,1
Li3FeSiO5,1
LiVOF4,1
LiMn3OF5,1
Mn2OF2,1
RbLiV(PO4)2,1
K2AgSb,1
Li3MnF6,1
Li3MnF5,1
Na3Ni2O5,1
W7(OF5)6,1
KLiMnPCO7,1
NaLi2CoPCO7,1
Li2MnCO5,1
Li4VO4F,1
KLi2MnPCO7,1
LiCrCO3F2,1
LiMn2O3F,1
Li6Mn2O5F2,1
Li6MnO4F,1
Na2ErPCO7,1
Na2LuPCO7,1
NaTiPCO7,1
LiCr3Ni(SO4)6,1
NaCePCO7,1
Na2SmPCO7,1
Na2ScPCO7,1
Sr4Cu2O7,1
Li6ScFe5(SiO3)12,1
Na2YPCO7,1
SrLiLa3FeO8,1
