composition,n_entries
Li4Mo3O8,1
CaFeSbAs2O7,1
K4W2Cl10O,1
Ba3Fe2Br2O5,1
Mo2P2PbO12,1
Mn2PClO4,1
BaMoSeO6,1
K2NiP2WO10,1
V2NiH24(N4O5)2,1
Na5Fe3F14,1
Nd2Te4MoO14,1
Na2VS2O9,1
Ba3V4PbO14,1
In2(WO4)3,1
KNd(WO4)2,1
LiV3(TeO6)2,1
CdTeMoO6,1
Na3LiWO5,1
KVPbO4,1
NbCu3S4,1
CuCClO,1
Cs3SbO3,1
PO2,1
XeO3,1
K2Th(MoO4)3,1
K(TeO3)2,1
MnP2PbO7,1
HoF3,1
C3O2,1
Cs3TlF6,1
K2MoC2O9,1
CsErS2,1
Ba2NiMoO6,1
CsBO2,1
AuCClO,1
TeF4,1
MnF4,1
Cs2TeOF4,1
CsSbS2,1
CsSmSiS4,1
Cs2AgAsS4,1
SrV3O7,1
Gd2GeO5,1
Cs2KRhF6,1
Mg2As2O7,1
CrHg3(SO2)2,1
NaVCdO4,1
ReAsC5SNO5F7,1
Na4MoS3O14,1
Nd2Te3MoO12,1
GdMoClO4,1
ErMoO4F,1
Na2SrV3O9,1
Nd2W2O9,1
VH16C6N6O7F2,1
Na3Fe2(PO4)3,1
K2Mo3(AsO5)4,1
GePb3O5,1
SrCrSn(PO4)3,1
CdMoPO6,1
CuBi(WO4)2,1
SrZnO2,1
RbNbS2O9,1
CsAl(SiO3)2,1
Ba7B4S13,1
Mn(NO3)2,1
KMo(PO4)2,1
CsPPbS4,1
CaMg(SiO3)2,1
Cs4Li2(Si2O5)3,1
USeO6,1
KCr2AgO7,1
ICl,1
RbZr6CCl15,1
GaSe2NCl6,1
Ba2Nd7Si11N23,1
Be3P2,1
RbSn2Br5,1
Ba(Si3N4)2,1
La2CN3Cl,1
La3CuSnSe7,1
AlSb2(TeCl2)2,1
PC2N3Cl4,1
AlAs3(SeCl)4,1
NaMo2P3O13,1
KPr3Te8,1
HgB2(CN)8,1
CsPbBr3,1
Na2VOF4,1
Ba3BiN,1
Ba2Li3NbN4,1
Sr2C(NCl)2,1
Cs2LiYCl6,1
Mn2Fe(CN)6,1
Rb2LiDyBr6,1
GeBr4,1
Sr4CN4,1
CsSbCl6,1
AlTlCl4,1
RbTaN2,1
In5Br7,1
Cd4P2I3,1
Na2SnSe3,1
BaI2,1
P4C2Se3N2,1
BPBr2NCl3,1
CsRb(MnCl3)2,1
Sm2(CN2)3,1
In3SnI5,1
Al2VCl8,1
Sr7GeN6,1
CsYbBr3,1
Ag10Te4Br3,1
Cd2Ru(CN)6,1
K2PtC4(BrN2)2,1
Rb2Hg2PdCl8,1
TlSn2Br5,1
RbLaSi(CN2)4,1
K2Th(PSe3)3,1
InBr2,1
H32WC8N4Cl7,1
Na4Ge2Te5,1
GaHg2SbCl4,1
Na3ErV2O8,1
Rb3Mn2Cl7,1
CuMo3Cl7,1
NaCaVO4,1
Hg2MoO4,1
KMoPClO5,1
Ag6Mo2ClO7F3,1
LiV(IO4)2,1
K4Th(MoO4)4,1
K4V5CdClO15,1
Sr2NiSe2(ClO3)2,1
Li2V2(SO4)3,1
DySbMo2O9,1
YMoClO4,1
Na2Zr(WO4)3,1
TaI4,1
Nd2Te2W2O13,1
NaV2Bi3O10,1
NdSbMo2O9,1
Rb2Cr2Cd(H2O5)2,1
Na2U(WO5)2,1
BaV2TeO8,1
Pr2Te4MoO14,1
Li3Nd3(WO6)2,1
Ba2CrO4,1
KWNClF5,1
Rb5ErHf(MoO4)6,1
MnVBiO5,1
KVH6SO9,1
KNiAs3F18,1
CrCl3,1
Rb2NaTmCl6,1
Ba3WCl2O5,1
BP(IBr)3,1
K8NbAs5Pb,1
Dy3Se3N,1
Cs2Cd3Te4,1
Sr3Li4(GeN3)2,1
Ga(SbBr)4,1
CaU(MoO4)4,1
Rb6U(Mo2O9)2,1
SbMoOF9,1
P2H19C6I2NCl4,1
CrP2Pb5O13,1
MnNi(BiO3)2,1
KIn(WO4)2,1
KV2CrO7,1
KNi(PO3)3,1
AlSeBr3N,1
LuMoClO4,1
ZrMnTlF7,1
Na2MoSeO6,1
SrFeP(O2F)2,1
CsMn(PO3)4,1
KV2PO8,1
VH9C3O4,1
NiBiPO5,1
H10C3IN,1
SbCl(OF3)2,1
SrP2(XeF6)3,1
Ca2Zr(SiO3)4,1
K2ZrS4,1
Ag15P4S16Cl3,1
K2RuN3Cl3O5,1
Hg3SO6,1
In2H10S3O17,1
Na3FeF6,1
TeC6(ClF7)2,1
Na3B5SO8,1
SiH8C2NClO,1
K2Be2(Si2O5)3,1
Na3SO4F,1
Li9Al3P8O29,1
K3NbAs2O9,1
NaLi2BO3,1
Ba4NaAuO8,1
K2NaAl3F12,1
C(SN)2,1
Ba17Y16Zn8Pt4O57,1
K2RuBr5NO,1
Na3La2(BO3)3,1
Na2Pd(NO3)4,1
TbCl2F,1
Er3O2F5,1
K9Sm3Si12(O16F)2,1
LaPS4,1
TeC4(ClF3)2,1
Li8Bi2PdO10,1
Na3AlS3,1
K2Ce(PO4)2,1
Ba3ScCO3F7,1
Gd3Si2Cl5O6,1
Sm2EuBeO5,1
Tb3CuSiS7,1
La2C2N4O,1
Rb3Al2(PO4)3,1
Ca7Cu(PtO6)2,1
MnClO3,1
K3Ni2F7,1
BaZn2Si2O7,1
K2SN2O5,1
KBe(PO3)3,1
KBS4(ClO3)4,1
K3Bi2(PO4)3,1
GdP4H4NO12,1
NaMgF3,1
K2Zn(GeO3)2,1
AsPbClO2,1
Cs2Al2P2O9,1
Ge(PbS2)2,1
Rb2Zr(IO3)6,1
Sb2SNF11,1
Cs3LiF4,1
Nd3Si2ClO8,1
Sm2(SeO3)3,1
NdGaGe2O7,1
SbSNCl5,1
KBCF6,1
LiPr(SO4)2,1
Li2Cd(PO3)4,1
NaInAs2O7,1
Li3Gd(BO3)2,1
Ca2Al2SiO7,1
KBaYSi2O7,1
BaUTiO6,1
Rb2Mn(PS3)2,1
CaZrAl9BO18,1
LiP3PbO9,1
NaB(CO2)4,1
KLiO,1
Rb2NaAl2(PO4)3,1
K3NdSi7O17,1
PS3N5F2,1
CdSbS2Br,1
BiP3Pb4O13,1
AsSe(IF2)3,1
UAgIO6,1
K2Se2O5,1
K2Cu(PS3)3,1
SbAs3(S2F3)2,1
RbUSO6F,1
AsSXe2(OF3)3,1
AgHgSBr,1
Li9Ga3P8O29,1
RbSiBiS4,1
Ta2Pt3S8,1
UTe6(OF5)6,1
Mg5B3O9F,1
NiSnF6,1
Rb8AlAu3O4,1
CaLaGaO4,1
Pr6Si4S17,1
Li5La3Ta2O12,1
P2NCl5O,1
V4S9Br4,1
HgCSNCl,1
PS2N(Cl3O2)2,1
K3Na2LiTeO6,1
CSNO2F3,1
Ca(GaO2)2,1
H9C3S2BrN2,1
Li5SbS3I2,1
Sm2SO2,1
Rb7NaZn2O6,1
K2Nb3Cl7O5,1
NaAs4BrO6,1
KTeOF3,1
AsCSCl2F9,1
USb3O2F17,1
AsCSF11,1
AgC4OF9,1
K6NbAs3O,1
La10S14O,1
NaAu(SO4)2,1
Rb6Si10O23,1
NdGa3(BO3)4,1
Ba2CuIO2,1
NbP4(S2Cl)5,1
La(BO2)3,1
Na2MnCrF7,1
K2Ce(NO3)6,1
SXeO3F2,1
Y(IO3)3,1
LiUPO6,1
Yb2PrDyS6,1
Na3Bi(PO4)2,1
La3GaS5O,1
MgTi2(PO5)2,1
Na3Ga(PO4)2,1
Ba4Na2CaTi3Si4(SO13)2,1
CsCu5S3,1
Na3Sc2(BO3)3,1
SrBi6(PO5)4,1
K2Ge2PbS6,1
Mg2BiAsO6,1
FeAsS,1
Ba8B5N10F,1
ZnSb2(XeF4)6,1
KNaMg2Si4(O5F)2,1
PdSeO4,1
AgTeO3,1
AuS5N5Cl4,1
YAg3(PS4)2,1
CsAlSiO4,1
K3AlB8O15,1
BaCa(GaO2)4,1
Rb2Y(NO3)5,1
ZrF4,1
K3Bi2(AsO4)3,1
Na2ZrGeO5,1
SeS2(NCl)2,1
AsSeS2N2ClF6,1
Rb2NiF4,1
BaZnSiO4,1
NaSb(PS3)2,1
SnH4C2NO4F,1
Na3NbOF6,1
LiPr2C2N4F3,1
Ba2TiOF6,1
NaLi3GeO4,1
KAlF4,1
AuN5O14,1
NaCaBeSi2O6F,1
Sn5(PO5)2,1
Te3As2S(OF6)2,1
NaPr2S2O8F3,1
K4Nb2Se11O,1
Na5Bi2As5O18,1
RbNaLi6(SiO4)2,1
KLa(PS3)2,1
Na3SbP2O9,1
Ba12Cl5F19,1
NaGaSiO4,1
KTiPS5,1
TeMo5O16,1
CaLa2B10O19,1
BaZr(PO4)2,1
Na2TeO4,1
Nd10S14O,1
Sb2O3,1
LiLa4AuO8,1
AlTlF4,1
Na8Si6SnO18,1
NaTi2Al5O12,1
NbSe2SN2ClF6,1
P3IrO9,1
LiBeH8CNOF4,1
K3Al2(PO4)3,1
K4Mn(AsS4)2,1
K3Sm(AsS4)2,1
Cs2KCrF6,1
K2NaTlO3,1
Cs4Ba(PO3)6,1
Na3CrF6,1
Sb2IBr2F11,1
NaAlAs2O7,1
Na5Y(CO3)4,1
CdHg2SO6,1
NaPr(SeO4)2,1
SnP2Cl8O3,1
Ba6Na2Si4O15,1
Mg2B2O5,1
Pr3Nb(Cl3O2)2,1
Mg10Ge3(H2O9)2,1
BaGa2B2O7,1
LiLa(PO3)4,1
ThSe2O7,1
AgSbPbS3,1
Cu2As4S3Cl2,1
C4SeO2,1
Pr10Se14O,1
Sr5B3O9F,1
BaNbTePO8,1
K2Mo3O10,1
SbI(ClF3)2,1
TaSCl7O,1
PdSe2O5,1
Si2N2O,1
TaBO4,1
HfSiO4,1
Tb2Ti2O7,1
Ce(TeO3)2,1
SrNb2O6,1
LiAlTe2,1
Tl3BO3,1
MgGeO3,1
Li4GeO4,1
Li2SO4,1
Ca9In(PO4)7,1
Li8SnO6,1
KPrO2,1
La2SO2,1
TbAlO3,1
Ta2Pt3Se8,1
La4Se3O4,1
Rb3AuO,1
Ba(NO3)2,1
Nd2S3,1
K4Ta2S11,1
La2(SeO3)3,1
Cr2CdS4,1
KErS2,1
K2SO4,1
LiNi6P7O24,1
Li9Cr3P8O29,1
ErPS4,1
Ho2Cu2O5,1
Li2SiO3,1
Tb2Sn2O7,1
AlCuS2,1
YSbPt,1
Na2HgO2,1
TiAl2O5,1
Te2SO7,1
NdCuO2,1
Th3N4,1
Te3As2,1
Na2PdC2,1
ZrSiO4,1
Ga2HgS4,1
Gd2SO2,1
CaSnF6,1
Pr2SeO2,1
ZnSiP2,1
Ba(SbSe2)2,1
PrNbO4,1
K2Ge8O17,1
Ag2CO3,1
ZnSeO3,1
Sr(GaO2)2,1
CaSc2O4,1
Na3Sr7Ta3Ti7O30,1
NaGd3Ti2(SbO7)2,1
ErAgSe2,1
NbCu3Se4,1
Rb2Pt3S4,1
BaLaMgTaO6,1
DyAgTe2,1
CaTiO3,1
LiCaPrTeO6,1
TlGaS2,1
Cs2KZrOF5,1
Zr(SO4)2,1
Ag5SbS4,1
Li2ZrF6,1
PrSF,1
Na8Al6Si6CO27,1
LiSbF6,1
Zr2P3H4NO12,1
CsB3O5,1
NaNO,1
LaPO4,1
CaUO4,1
Cu3PS4,1
Mg2PN3,1
BaLaMgNbO6,1
Sc2S3,1
Ca3TiAl2Si3O13F2,1
Na3Al3Si3AgBrO12,1
NaYTiNbO6F,1
Hg(CO2)2,1
SrAl3P2(HO2)7,1
BaZnO2,1
NaCaNb2O6F,1
Na3PO4,1
BeS,1
K2NaTiOF5,1
K4Gd2C3O9F4,1
Nd6Al7Si5N3O25,1
KGaO2,1
ScPO4,1
Ag3PO4,1
Ca3AsN,1
CrAgS2,1
LiAlPO4F,1
K2SnH2OF6,1
Tl3PSe4,1
Li2ZrO3,1
Ba2La2Zn(WO6)2,1
ErTlS2,1
Ca3Er3Ge2BO13,1
ZnC2S2(OF)6,1
NaSr3LaTi5O15,1
BaAl2O4,1
NaCu5C6,1
Tm2MoO6,1
CsSbO2,1
Dy2(WO4)3,1
Rb2Ag4S3,1
Rb7Au5O2,1
Cs7Au5O2,1
CsNdHgSe3,1
Gd3NbS3O4,1
Fe2Cu(P2O7)2,1
NaGdO2,1
Rb2HgO2,1
Li7Mo4P9O32,1
Na4TiSe4,1
Cs2SO4,1
K2NaH5(CO4)2,1
TlIn5S6,1
GaBPbO4,1
Na4MoO5,1
CsTmZnSe3,1
Tb2Mo4O15,1
KInSe2,1
SmH18(IO3)3,1
Bi2Se4Cl7,1
InPH2O5,1
Na6MnS4,1
CsBa2Nb3O10,1
Na4Sn3O8,1
Zr3TlF15,1
Ca3(AsO4)2,1
Al6SnTe10,1
Li15Cr2N9,1
AgCO2,1
ThTi2O6,1
KPrTe2,1
KCuC2,1
Ca4CN4,1
Na5SnAs3,1
Ba3As14,1
Cs3Ge4Au,1
NaInO2,1
LaRhO3,1
Zn(RhO2)2,1
YPO4,1
Na3AlP2,1
As3Pb5ClO9,1
KBi(WO4)2,1
CsCeCuS3,1
K3B12H12Br,1
SrSm2Nb2O9,1
CsB5O8,1
HCN,1
CaZnF4,1
SrZrS3,1
Sc2CI3,1
V2Zn4O9,1
UPbO4,1
Sr(BrO3)2,1
SiBr2,1
La3MnGaS7,1
Hg19(As5Br9)2,1
V2S2O11,1
Cs2Li2SiO4,1
S4N5F,1
Ga10GePb3O20,1
VCl3O,1
RbP4N7,1
LiGaTe2,1
Ag2Mo2O7,1
AsHPbO4,1
Cs2PdF6,1
SbClO,1
Cs2ZnO2,1
NaH4ClO2,1
Rb2PbO2,1
Pb2CCl2O3,1
CuH20S2(NO7)2,1
TbHO2,1
LiH5S(NO2)2,1
Li7Cr4P9O32,1
Rb2Pb4O7,1
CuP4O11,1
Gd2Br3N,1
K2LiInAs2,1
BaZr2F10,1
CsNa3PbO4,1
InSeI,1
CsNb(CuTe2)2,1
Ho2Mo4O15,1
NbSbRu,1
Pb3(BrO)2,1
Na2SO4,1
Te10Mo3I10,1
TbCu(WO4)2,1
Nb2P4O15,1
Cs2SnS14,1
TiH2SO6,1
MoAs2O7,1
Sr7Mn4O15,1
Na2Hg3S4,1
SmCu(WO4)2,1
LaCu(WO4)2,1
Na5(InTe3)2,1
Rb3ZnBr5,1
MoCl4O,1
RbReCl4,1
Ba2WO5,1
LiScGeO4,1
MnH2SO4,1
AuCl,1
Er2Se3,1
Si5P6O25,1
Pr2Se3,1
Dy(BO2)3,1
Pr2Te3,1
KAuSe5,1
Hg2WO4,1
WCl4O,1
W(ClO)2,1
La2W2O9,1
VRe2O9,1
Na5P3O10,1
TbAsO4,1
TaVO5,1
Ni(HO)2,1
Li3Ni(PO4)2,1
LiNi(PO3)4,1
Re2Ni(H2O3)4,1
HgSO4,1
Mo(PO4)2,1
LiMo(PO3)4,1
LiMn2P3O10,1
Mn(PO3)4,1
Li3Mn2P5O16,1
Mn(SeO3)2,1
Li3V2P5O16,1
Zr3InF15,1
NaNdF4,1
Sr(LaS2)2,1
AgSbF6,1
Tm2MgS4,1
PbF4,1
RbSO3,1
Li6NCl3,1
Ca(HoS2)2,1
TaO2F,1
SrSeO3,1
BiTeBr,1
Ho6Se11,1
Y2Sn2O7,1
PrSO,1
Ba(PrSe2)2,1
TaGaO4,1
Sr3Ti2O7,1
Pr3NF6,1
Cs(SbSe2)2,1
BaSO4,1
Rb3Sb,1
Li10Zn4O9,1
Y2S3,1
CsNO2,1
Tm2Se3,1
Rb2SO4,1
Mg3TeO6,1
SmScO3,1
LaScO3,1
Er3GaO6,1
KAlH4,1
NaP5,1
Na3B7O12,1
P2Pb8O13,1
Nd(ClO4)3,1
B6H10N,1
Rb4(BS)9,1
NdO2,1
NdGaO3,1
NbCl4,1
Rb6Te2O9,1
CuTe2Br,1
HfF4,1
AsI5F6,1
K2(NbBr3)3,1
Zn3(PO4)2,1
Sn(SO2)2,1
KSb3O5,1
Ti(NO3)4,1
ZrTlF5,1
LaIO,1
Sn(NO3)4,1
H5NF2,1
Zn(SbO3)2,1
Ta2Te2O9,1
Li2CrP2O7,1
CrBrO,1
Li3Cr2(PO4)3,1
Li6Cr9(PO4)8,1
Tl2Cr2O7,1
LiCr2P3O11,1
Rb3CoO2,1
CoHO2,1
KPb2Br5,1
NbI5,1
CsHC2,1
K2MgF4,1
LaSb5O12,1
Al4(B2O5)3,1
H18SO12,1
LiClO2,1
C2O3F2,1
KCO3,1
Rb2PdSe16,1
Cd2PCl2,1
AlBiBr6,1
U(SbO3)2,1
In2PO5,1
PPdSe,1
AlSiTe3,1
LiCaN,1
KHS,1
NaZnF3,1
Na4C2O5,1
TlGaTe2,1
Ba(LaSe2)2,1
Er10Ti6O27,1
KBH4,1
Cd(GaSe2)2,1
MgTiO3,1
KN3O4,1
Sr(PO3)2,1
Te3P2O11,1
Tl9SbTe6,1
SmTaO4,1
La5AgS8,1
GdPO4,1
BeTl2F4,1
Ca(NdTe2)2,1
Nd2CdS4,1
CdPbF6,1
SrHfO3,1
Rb3NbS4,1
AgAsF6,1
Sr(AlTe2)2,1
Mg(CN)2,1
Pr2CdS4,1
LiNdSe2,1
LiNbO2,1
AgSbS2,1
KBO2,1
Cd2GeO4,1
CaLaTiCrO6,1
Na4Al3Si3HO13,1
Sr(NdSe2)2,1
NdNbO4,1
Mg3Al14O24,1
Ce2Y2O7,1
NaBO2,1
Li3GaN2,1
Al2CdSe4,1
BaZnF4,1
Li2MgCl4,1
Ca2B2O5,1
CsNd5Se8,1
MgP4,1
Ba(AlTe2)2,1
Ce2Nd2O7,1
Sr(PrS2)2,1
K2PtF6,1
Sm5CuSe8,1
Ba2ZrS4,1
Sm2CdSe4,1
K2UO4,1
CaTa2O6,1
Zn2GeSe4,1
TbAgTe2,1
Bi2WO8,1
Al(CN)3,1
Ca2P2O7,1
K3VS4,1
Sm2CdS4,1
Na3AgO2,1
PHN2,1
NaBF4,1
NdOF,1
Y2SiO5,1
Er2Sn2O7,1
CaHN,1
Ca3(PO4)2,1
Sr(GdSe2)2,1
PrAlO3,1
Er3Pb4F17,1
Sr(SmS2)2,1
Ag3AuS2,1
SrTm2O4,1
Ba(NdS2)2,1
AgPF6,1
Tb2CdS4,1
Tl9BiTe6,1
CsTaN2,1
ZrSO,1
CeThO4,1
La2CdSe4,1
P2S2O3,1
LiTaO3,1
Cd(Ga3Te5)2,1
NdTlS2,1
Ag3SBr,1
Nd5AgSe8,1
RbCaF3,1
MgB4,1
La2CdS4,1
Ba(PrS2)2,1
TmCuSe2,1
La5TlS8,1
NaErS2,1
Ca(SmS2)2,1
MnSiN2,1
SiPN3,1
PrOF,1
Ba(NdSe2)2,1
ZnSiAs2,1
Gd3GaO6,1
La5TlTe8,1
Y(AgCl2)3,1
NdPO4,1
Mg(BC)2,1
Ca(DyS2)2,1
Na10Zn4O9,1
RbTa(PO4)2,1
AsXeF11,1
Y4TiSi2(O3F2)3,1
Cs2Si3SnO9,1
TiS4(NCl)5,1
SrHg2(ClO)2,1
K2CuSbS3,1
NaSO4,1
CaBeB2O5,1
Lu3B5O12,1
ZrSCl6O,1
Ba3Tb2(PS4)4,1
TlW3Br7,1
SnSb2As2F18,1
Ba3(PS4)2,1
CuBiSCl2,1
RbScAs2O7,1
U(TeO3)3,1
Ti4P6PbO24,1
Cs2Al2As2O7,1
Li4Ga3Si3ClO12,1
Na2UO4,1
CaZr4O9,1
KLiZnP2O7,1
KNaZnP2O7,1
Rb2Nb2P2S11,1
Ca2BClO3,1
GePbO3,1
MgAs2(XeF9)2,1
KZnB(PO4)2,1
Na2Tl2B10O17,1
LaH6(ClO3)3,1
TeS4(NCl)4,1
K3Sb2N2O6F7,1
K2SbSO4F3,1
Sr3Mg(SiO4)2,1
Sm2Ta2Cl2O7,1
Rb2PdN2(ClO2)2,1
CsCS(OF)3,1
KCu2AsS3,1
KSmP2S7,1
H10C3NClO,1
Li4Be3P3BrO12,1
Ho3CuSnS7,1
Ca6Si3H2O13,1
K2TeClF5,1
NaMnF4,1
KScH4(C2O5)2,1
KYP2O7,1
Ba2Sb4P2O17,1
Ba3BPO7,1
Na3LuSi2O7,1
Bi5IO7,1
DyP5O14,1
NaZr2(AsO4)3,1
Rb3AgO2,1
KNa9In2O8,1
CuSb2H12(O3F4)2,1
Ba2LaAg5S6,1
CsNdO2,1
CsCu3O2,1
Ba2LaNbO6,1
YBi2BrO4,1
Ba2CuBrO2,1
TbBi2IO4,1
YBi2ClO4,1
Pr2SbO5F,1
Sr2CuBrO2,1
KAlO2,1
LaCuSeO,1
SmBi2IO4,1
SrBiBrO2,1
CsClO2,1
PbCClO2,1
Nd2Ti2S2O5,1
AgClO4,1
V2ZnO6,1
Li7MnN4,1
Ba2CuClO2,1
Tl3VS4,1
SrBiIO2,1
DyCuS2,1
Ti3Tl3(PO4)5,1
K2Na4Ge2O7,1
CaMg2(SO4)3,1
BaZnAs2O7,1
Ho2Hf2O7,1
FeS3N2Cl5,1
BaLiBS3,1
Sr2UZnO6,1
H6CNF,1
KLa2NbO6,1
SNF,1
Eu2B5ClO9,1
Li2Cu5(Si2O7)2,1
SClO2F,1
SrCaSiO4,1
Cs2LiF3,1
RbMnF4,1
KSeNO2,1
CuCSN,1
CsGeBiS4,1
B4COF6,1
Li10Si2PbO10,1
NaLiB4O7,1
Rb5B19O31,1
K2AgSbS4,1
Be2BO3F,1
La2CO5,1
Eu2SiCl2O3,1
BaNiF4,1
K2Zn(SiO3)2,1
Sr7Zr(Si2O7)3,1
PNF2,1
CsNb(PO4)2,1
Na5Zr2F13,1
UTe2PbO8,1
Rb2Ti(GeO3)3,1
PrSClO4,1
LiU4P3O20,1
SbP(OF3)2,1
Na2Be2(SiO3)3,1
BiXeF9,1
CsCO2,1
SrTaF7,1
Cs2Bi4O7,1
TmNbO4,1
Ta9Pb12O20F29,1
Na2Er2B2O7,1
CuB4O7,1
Nd4(SBr2)3,1
Ba5Si(Cl3O2)2,1
KAu(NO3)4,1
Na3H5(CO2)4,1
Ba3Bi2(PO4)4,1
Nb2Te4Cl10O,1
Na3Sc2(PO4)3,1
Rb2AgC3(SN)3,1
K2Zn(Si2O5)2,1
BaU(SiO4)2,1
Sm3NbSe3O4,1
MgAs2(XeF5)4,1
KC(NO2)2,1
CsBC3NOF9,1
H5(NO)3,1
Ho3CuGeS7,1
Ca11Si4SO18,1
LiHo(PO3)4,1
Ba6Er2Ga4O15,1
Ag2H3IO6,1
Na4Zr2(SiO4)3,1
Sr2AlCO3F5,1
RbTh3F13,1
Te2S(O2F3)2,1
S4IN3Cl2,1
CaNb2(P2O7)3,1
Nd6Si4S17,1
Mg2PClO4,1
KBi6BrO9,1
BaSi2(BO4)2,1
SrCuH6O5,1
Na5AlP2(O4F)2,1
KNb5O13,1
Na4Si3(SnO6)2,1
Y2Te5O13,1
SbP(Cl3O)2,1
Cs5Si3AgO9,1
NaMnCrF6,1
K2SnP2O7,1
KTe3O6F,1
SnH22(Cl3O5)2,1
Ta2Cd2O7,1
RuO4,1
AsSXeNF10,1
CsLi5(BO3)2,1
NaY(SiO3)2,1
BaSb2F12,1
KXeO3F,1
RbLi7(SiO4)2,1
KErP2S7,1
CdGe(BiO3)2,1
CaB2(H6O5)2,1
CuP4S3I,1
Y3GaO6,1
CSCl2,1
AgAsC4S8(N2F3)2,1
TiPHO5,1
NaZr2NiF11,1
Li2Ga2GeS6,1
Ba3SrSb2O9,1
Hg3AsS4Br,1
BrN(OF2)2,1
BaBe2(BO3)2,1
AsC4S4N4Cl2O2F5,1
Cd(CO2)2,1
SbS2NCl6,1
TeAs(IF2)3,1
TePbO3,1
CS3NO2F3,1
Tl3CO3F,1
Na3Mg2P5O16,1
Ag2Ge2O5,1
AsCS2N2OF5,1
CsK2CoO2,1
Ba6Ru2Pt(ClO6)2,1
NaI(OF)2,1
NaSiBO4,1
SbTe(IF2)3,1
KRb2BiF6,1
Nb2AgPS10,1
Hg3PO4,1
TbSeClO3,1
SbXe2OF15,1
MgTlP(H6O5)2,1
Ba3Nb2(P2O9)2,1
PrSbO4,1
Pr7BP2O17,1
Nb2Se9,1
NaMg2H3(SO4)2,1
KZrP2HO8,1
HgNO2,1
SiI2,1
Y2Be2GeO7,1
Te7As5I,1
FeTeBr7,1
FeTeCl7,1
NdGeBO5,1
Rb5Nb3OF18,1
NaLiMo(H2O3)2,1
ErBi2IO4,1
SeBr,1
KDy2Cl7,1
Ti(TlS)4,1
UPCl10,1
Hg2AsF6,1
CsCuF4,1
CaP2H20C4(N2O3)4,1
B2PdO4,1
CsCo(CO)4,1
La3InS6,1
Na6Mg2C4SO16,1
Ba2CaMgAl2F14,1
KNa3Al4(SiO4)4,1
LiReO4,1
Ga2(SO4)3,1
Sb2WO6,1
Ca2SiH2O5,1
KH5S2O9,1
CsYP2O7,1
K3NaRe2O9,1
CdH4Br3N,1
Tl4V2O7,1
K2RuNCl5O,1
SrH9ClO5,1
As2Se2S(NF6)2,1
Ge3(Te3As)2,1
Cd2Si(P2O7)2,1
Na3MoN3,1
KZr2(AsO4)3,1
VAs2H4O9,1
Na5HfAs3,1
Cs2K4Fe2O5,1
BaH2N2O5,1
GdP2H9O10,1
MnH10SO9,1
K3Cr(HO)6,1
Ba2Mg3F10,1
Ge2C2(SF2)3,1
Cs3P7,1
AlGaCl4,1
Zr4Cd(PO4)6,1
Li2W2O7,1
Li7Fe4P9O32,1
LiCr4(PO4)3,1
FeP2O7,1
Rb2TiO3,1
Li2Cr3(P2O7)2,1
LiCo2P3O10,1
Fe(PO3)4,1
Li2FeP2O7,1
LaSF,1
Zn(SbO2)2,1
Ca4P2O,1
Cs2LiCr(CN)6,1
Hg2TeO5,1
YAl3(Si5N8)3,1
LiMgAl3(SeO4)6,1
NdAl6Si30(N15O)3,1
Er2CdSe4,1
KW3Br7,1
Na3B5Se9,1
SrAl22O34,1
Zr6NCl15,1
Tl4SnSe3,1
TlBi25O39,1
CsB9O13,1
KAuF4,1
K5SnSb3,1
RuF5,1
K3ReC4(N2O)2,1
S4N4O3,1
Ba2GeS4,1
Ba3SrTa2O9,1
Ba3SrNb2O9,1
NdTl(PO3)4,1
ZrP2H4O9,1
BaCd(PO3)4,1
MgB4(H9O8)2,1
K2Zn6O7,1
Cs2Sn(GeO3)3,1
SrIn2O4,1
MnH8(BrO2)2,1
BS2,1
Ba(BO2)2,1
Sn4SI6,1
BaSn(GeO3)3,1
Al2Te2Cl7,1
Al(TeCl2)2,1
NiH8(IO5)2,1
Nb3Se5Cl7,1
K2U7O22,1
Tl2SnO3,1
K2PdO2,1
NCl3,1
NaH5SO4,1
CsPr(SO4)2,1
PrBi2IO4,1
Ba2DyBiO6,1
UCdO4,1
K6Ti2O7,1
Pr3SbO7,1
Y3Ga5O12,1
VAsO5,1
Mg7As6(HO6)4,1
Tl2CO3,1
Ga2Te3(HO2)6,1
Ba3Zn6Si4TeO20,1
VBiPbO5,1
KSnPO5,1
Mn2ZnH12(NO2)4,1
SrCrO4,1
Zn3Co2(CN)12,1
Ba3Lu4O9,1
Cs3B12H12Br,1
MgH6(CO3)2,1
H8C3(NO)3,1
FeP(H2O3)2,1
K2(MoSe6)3,1
Rh2O3,1
Rb2RuO4,1
Ga2Te2Cl7,1
GeS2,1
KNb2PS10,1
BaBiIO2,1
Sr4Al14O25,1
BaCuB2O5,1
HoBi2IO4,1
KLiZnO2,1
NaScAs2O7,1
SmZnPO,1
Ba2CaTeO6,1
BeZnO2,1
Ba2Ca(BO3)2,1
DyZnPO,1
RbClO2,1
Ba3ZnN2O,1
Sr3SiO5,1
RbPO3,1
BaZnSO,1
TlPd3O4,1
Na5NbO5,1
LiAlAs2O7,1
AgPS3,1
Rb(CO)2,1
PdSeO3,1
HoBi2BrO4,1
